"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Hongrie","HUN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BIRD seulement","IBD","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BIRD et IDA","IBT","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA totale","IDA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA mélange","IDB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonésie","IDN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","83080001.8310547","113800003.051758","157729995.727539","108150001.525879","66900001.5258789","42869998.9318848","85430000.3051758","231940002.441406","326029998.779297","328609985.351563","464359985.351563","584500000","494959991.455078","597309997.558594","649929992.675781","668969970.703125","643380004.882813","499950012.207031","625929992.675781","716440002.441406","936909973.144531","964440002.441406","894750000","734669982.910156","663469970.703125","590859985.351563","700179992.675781","1207170043.94531","1560770019.53125","1768359985.35156","1592550048.82813","1791609985.35156","1919430053.71094","1876089965.82031","1505199951.17188","1251750000","1057969970.70313","797580017.089844","1265689941.40625","2132459960.9375","1645430053.71094","1458180053.71094","1296010009.76563","1738630004.88281","97559997.5585938","2489000000","1229969970.70313","737039978.027344","1145670043.94531","902690002.441406","1323760009.76563","358109985.351563","69010002.1362305","69470001.2207031","-381940002.441406","-28459999.0844727","-108279998.779297","280190002.441406","962630004.882813","-629950012.207031","",
"IDA seulement","IDX","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Île de Man","IMN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Inde","IND","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","729630004.882813","616590026.855469","677270019.53125","977440002.441406","1216010009.76563","1284199951.17188","1249699951.17188","1382119995.11719","924409973.144531","905260009.765625","824659973.144531","1002400024.41406","613900024.414063","778710021.972656","1230400024.41406","1605189941.40625","1744609985.35156","988809997.558594","1131150024.41406","1363189941.40625","2185959960.9375","1972469970.70313","1635750000","1830510009.76563","1665939941.40625","1587010009.76563","1989939941.40625","1695479980.46875","1947650024.41406","1766109985.35156","1395000000","2733520019.53125","2425139892.57813","1466290039.0625","2322320068.35938","1732829956.05469","1904150024.41406","1646250000","1608949951.17188","1490760009.76563","1383420043.94531","1729609985.35156","1738209960.9375","720900024.414063","778309997.558594","1875959960.9375","1383579956.05469","1329209960.9375","2011579956.05469","2456610107.42188","2831340087.89063","3270219970.70313","1681849975.58594","2456340087.89063","2991820068.35938","3174350097.65625","2679040039.0625","3198139892.57813","2462010009.76563","2610580078.125","",
"Non classifié","INX","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlande","IRL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, République islamique d’","IRN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","27129999.1607666","129800003.051758","56409999.8474121","27350000.3814697","4269999.98092651","21420000.0762939","11340000.1525879","32130001.0681152","8380000.11444092","17040000.9155273","20950000.7629395","7550000.19073486","8880000.11444092","-3740000.00953674","9079999.92370605","1519999.98092651","-5460000.03814697","38689998.626709","243050003.051758","5840000.15258789","28159999.8474121","4840000.15258789","-629999.995231628","42720001.2207031","7800000.19073486","11430000.3051758","26309999.4659424","70879997.253418","81330001.8310547","91290000.9155273","106449996.948242","193399993.896484","105699996.948242","140479995.727539","130039993.286133","186940002.441406","164500000","200759994.506836","164559997.558594","161490005.493164","129869995.117188","114559997.558594","114540000.915527","131050003.051758","188649993.896484","100669998.168945","117239997.86377","103769996.643066","100470001.220703","92569999.6948242","112440002.441406","105790000.915527","151789993.286133","131610000.610352","81169998.1689453","110900001.525879","116190002.441406","140279998.779297","166410003.662109","210399993.896484","",
"Iraq","IRQ","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1450000.04768372","680000.007152557","2180000.0667572","5159999.84741211","12880000.1144409","10720000.2670288","4090000.15258789","4079999.92370605","2289999.96185303","4289999.96185303","8060000.4196167","16360000.6103516","22709999.0844727","13300000.1907349","4230000.01907349","110330001.831055","20299999.2370605","81720001.2207031","73919998.1689453","28899999.6185303","12430000.3051758","262769989.013672","3619999.88555908","6869999.88555908","-1980000.01907349","19899999.6185303","28280000.6866455","86360000.6103516","6500000","10869999.8855591","63090000.1525879","552479980.46875","138100006.103516","168699996.948242","253500000","332769989.013672","349739990.234375","221929992.675781","117760002.13623","76790000.9155273","101830001.831055","122699996.948242","113379997.253418","2287649902.34375","4650649902.34375","22057089843.75","8889320312.5","9204339843.75","9884530273.4375","2791229980.46875","2178330078.125","1914689941.40625","1300880004.88281","1541540039.0625","1369270019.53125","1482939941.40625","2287899902.34375","2907510009.76563","2300540039.0625","2211909912.10938","",
"Islande","ISL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israël","ISR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","105260002.13623","107349998.474121","106400001.525879","113639999.389648","95959999.0844727","122830001.831055","111099998.474121","70669998.1689453","61990001.6784668","55150001.5258789","63159999.8474121","72220001.2207031","85370002.746582","186039993.286133","117589996.337891","467480010.986328","643340026.855469","797400024.414063","899669982.910156","1184680053.71094","892159973.144531","772409973.144531","857440002.441406","1344979980.46875","1255910034.17969","1978400024.41406","1937109985.35156","1250800048.82813","1241060058.59375","1191760009.76563","1371890014.64844","1749459960.9375","2065770019.53125","1266170043.94531","1237180053.71094","335589996.337891","2216760009.76563","","","","","","","","","","","","","","","","","","","","","","","","",
"Italie","ITA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaïque","JAM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","10090000.1525879","12600000.3814697","3450000.04768372","4000000","9869999.88555908","10220000.2670288","9760000.22888184","16059999.4659424","13270000.4577637","10500000","17950000.7629395","16950000.7629395","15430000.3051758","21219999.3133545","20250000","19680000.3051758","24760000.2288818","113739997.86377","114389999.389648","110790000.915527","136559997.558594","162610000.610352","171110000.610352","165360000.610352","165919998.168945","174479995.727539","160729995.727539","184809997.558594","258910003.662109","271579986.572266","164009994.506836","122919998.168945","105000000","121169998.168945","114510002.13623","62409999.8474121","76279998.7792969","23100000.3814697","-17229999.5422363","14130000.1144409","58900001.5258789","28530000.6866455","10550000.1907349","86750000","43750000","40700000.7629395","31659999.8474121","89809997.5585938","152279998.779297","141100006.103516","41029998.7792969","28059999.4659424","71589996.3378906","95989997.8637695","59069999.6948242","26850000.3814697","61549999.2370605","100209999.084473","127069999.694824","",
"Jordanie","JOR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","88290000.9155273","91790000.9155273","81730003.3569336","82650001.5258789","75550003.0517578","68949996.9482422","76919998.1689453","53500000","45729999.5422363","48529998.7792969","80080001.8310547","64309997.5585938","109290000.915527","205380004.882813","311420013.427734","491679992.675781","573200012.207031","441000000","472140014.648438","1461290039.0625","1576130004.88281","1248989990.23438","904000000","854169982.910156","701359985.351563","607419982.910156","632919982.910156","646489990.234375","475679992.675781","338470001.220703","951659973.144531","939309997.558594","425269989.013672","310839996.337891","373809997.558594","540489990.234375","509079986.572266","475570007.324219","413910003.662109","435200012.207031","554179992.675781","450309997.558594","562719970.703125","1321219970.70313","604630004.882813","709849975.585938","573570007.324219","631510009.765625","734090026.855469","740419982.910156","954750000","974099975.585938","1157500000","1400329956.05469","2697159912.10938","2141050048.82813","2727969970.70313","2979659912.10938","2526010009.76563","2797189941.40625","",
